"region","date","cases","cumulative_cases"
"AB","2020-03-05",1,1
"AB","2020-03-06",0,1
"AB","2020-03-07",1,2
"AB","2020-03-08",1,3
"AB","2020-03-09",4,7
"AB","2020-03-10",9,16
"AB","2020-03-11",7,23
"AB","2020-03-12",3,26
"AB","2020-03-13",8,34
"AB","2020-03-14",22,56
"AB","2020-03-15",11,67
"AB","2020-03-16",24,91
"AB","2020-03-17",11,102
"AB","2020-03-18",29,131
"AB","2020-03-19",32,163
"AB","2020-03-20",46,209
"AB","2020-03-21",35,244
"AB","2020-03-22",47,291
"AB","2020-03-23",52,343
"AB","2020-03-24",68,411
"AB","2020-03-25",63,474
"AB","2020-03-26",53,527
"AB","2020-03-27",85,612
"AB","2020-03-28",54,666
"AB","2020-03-29",34,700
"AB","2020-03-30",40,740
"AB","2020-03-31",132,872
"AB","2020-04-01",108,980
"AB","2020-04-02",122,1102
"AB","2020-04-03",70,1172
"AB","2020-04-04",60,1232
"AB","2020-04-05",42,1274
"AB","2020-04-06",34,1308
"AB","2020-04-07",53,1361
"AB","2020-04-08",33,1394
"AB","2020-04-09",45,1439
"AB","2020-04-10",49,1488
"AB","2020-04-11",65,1553
"AB","2020-04-12",68,1621
"AB","2020-04-13",68,1689
"AB","2020-04-14",127,1816
"AB","2020-04-15",133,1949
"AB","2020-04-16",146,2095
"AB","2020-04-17",213,2308
"AB","2020-04-18",187,2495
"AB","2020-04-19",201,2696
"AB","2020-04-20",183,2879
"AB","2020-04-21",264,3143
"AB","2020-04-22",294,3437
"AB","2020-04-23",340,3777
"AB","2020-04-24",232,4009
"AB","2020-04-25",222,4231
"AB","2020-04-26",203,4434
"AB","2020-04-27",178,4612
"AB","2020-04-28",249,4861
"AB","2020-04-29",231,5092
"AB","2020-04-30",222,5314
"AB","2020-05-01",141,5455
"AB","2020-05-02",112,5567
"AB","2020-05-03",70,5637
"AB","2020-05-04",79,5716
"AB","2020-05-05",62,5778
"AB","2020-05-06",65,5843
"AB","2020-05-07",87,5930
"AB","2020-05-08",77,6007
"AB","2020-05-09",85,6092
"AB","2020-05-10",71,6163
"AB","2020-05-11",47,6210
"AB","2020-05-12",70,6280
"AB","2020-05-13",62,6342
"AB","2020-05-14",61,6403
"AB","2020-05-15",73,6476
"AB","2020-05-16",54,6530
"AB","2020-05-17",46,6576
"AB","2020-05-18",38,6614
"AB","2020-05-19",43,6657
"AB","2020-05-20",27,6684
"AB","2020-05-21",30,6714
"AB","2020-05-22",27,6741
"AB","2020-05-23",32,6773
"AB","2020-05-24",29,6802
"AB","2020-05-25",13,6815
"AB","2020-05-26",19,6834
"AB","2020-05-27",27,6861
"AB","2020-05-28",28,6889
"AB","2020-05-29",30,6919
"AB","2020-05-30",20,6939
"AB","2020-05-31",34,6973
"AB","2020-06-01",21,6994
"AB","2020-06-02",19,7013
"AB","2020-06-03",18,7031
"AB","2020-06-04",19,7050
"AB","2020-06-05",37,7087
"AB","2020-06-06",23,7110
"AB","2020-06-07",33,7143
"AB","2020-06-08",24,7167
"AB","2020-06-09",38,7205
"AB","2020-06-10",48,7253
"AB","2020-06-11",43,7296
"AB","2020-06-12",27,7323
"AB","2020-06-13",35,7358
"AB","2020-06-14",53,7411
"AB","2020-06-15",36,7447
"AB","2020-06-16",45,7492
"AB","2020-06-17",46,7538
"AB","2020-06-18",46,7584
"AB","2020-06-19",47,7631
"AB","2020-06-20",30,7661
"AB","2020-06-21",33,7694
"AB","2020-06-22",41,7735
"AB","2020-06-23",45,7780
"AB","2020-06-24",25,7805
"AB","2020-06-25",36,7841
"AB","2020-06-26",66,7907
"AB","2020-06-27",37,7944
"AB","2020-06-28",68,8012
"AB","2020-06-29",44,8056
"AB","2020-06-30",33,8089
"AB","2020-07-01",64,8153
"AB","2020-07-02",55,8208
"AB","2020-07-03",30,8238
"AB","2020-07-04",48,8286
"AB","2020-07-05",48,8334
"AB","2020-07-06",49,8383
"AB","2020-07-07",44,8427
"AB","2020-07-08",43,8470
"AB","2020-07-09",74,8544
"AB","2020-07-10",62,8606
"AB","2020-07-11",90,8696
"AB","2020-07-12",78,8774
"AB","2020-07-13",87,8861
"AB","2020-07-14",85,8946
"AB","2020-07-15",115,9061
"AB","2020-07-16",103,9164
"AB","2020-07-17",168,9332
"AB","2020-07-18",102,9434
"AB","2020-07-19",88,9522
"AB","2020-07-20",131,9653
"AB","2020-07-21",136,9789
"AB","2020-07-22",113,9902
"AB","2020-07-23",116,10018
"AB","2020-07-24",117,10135
"AB","2020-07-25",98,10233
"AB","2020-07-26",89,10322
"AB","2020-07-27",81,10403
"AB","2020-07-28",131,10534
"AB","2020-07-29",118,10652
"AB","2020-07-30",124,10776
"AB","2020-07-31",99,10875
"AB","2020-08-01",67,10942
"AB","2020-08-02",73,11015
"AB","2020-08-03",64,11079
"AB","2020-08-04",94,11173
"AB","2020-08-05",61,11234
"AB","2020-08-06",128,11362
"AB","2020-08-07",111,11473
"AB","2020-08-08",97,11570
"AB","2020-08-09",45,11615
"AB","2020-08-10",86,11701
"AB","2020-08-11",116,11817
"AB","2020-08-12",72,11889
"AB","2020-08-13",81,11970
"AB","2020-08-14",104,12074
"AB","2020-08-15",83,12157
"AB","2020-08-16",95,12252
"AB","2020-08-17",85,12337
"AB","2020-08-18",81,12418
"AB","2020-08-19",101,12519
"AB","2020-08-20",140,12659
"AB","2020-08-21",88,12747
"AB","2020-08-22",103,12850
"AB","2020-08-23",70,12920
"AB","2020-08-24",73,12993
"AB","2020-08-25",125,13118
"AB","2020-08-26",104,13222
"AB","2020-08-27",153,13375
"AB","2020-08-28",142,13517
"AB","2020-08-29",181,13698
"AB","2020-08-30",109,13807
"AB","2020-08-31",152,13959
"AB","2020-09-01",109,14068
"AB","2020-09-02",132,14200
"AB","2020-09-03",157,14357
"AB","2020-09-04",169,14526
"AB","2020-09-05",168,14694
"AB","2020-09-06",134,14828
"AB","2020-09-07",147,14975
"AB","2020-09-08",97,15072
"AB","2020-09-09",113,15185
"AB","2020-09-10",116,15301
"AB","2020-09-11",115,15416
"AB","2020-09-12",166,15582
"AB","2020-09-13",137,15719
"AB","2020-09-14",123,15842
"AB","2020-09-15",170,16012
"AB","2020-09-16",182,16194
"AB","2020-09-17",125,16319
"AB","2020-09-18",137,16456
"AB","2020-09-19",120,16576
"AB","2020-09-20",152,16728
"AB","2020-09-21",156,16884
"AB","2020-09-22",128,17012
"AB","2020-09-23",129,17141
"AB","2020-09-24",124,17265
"AB","2020-09-25",175,17440
"AB","2020-09-26",155,17595
"AB","2020-09-27",121,17716
"AB","2020-09-28",127,17843
"AB","2020-09-29",175,18018
"AB","2020-09-30",154,18172
"AB","2020-10-01",147,18319
"AB","2020-10-02",222,18541
"AB","2020-10-03",195,18736
"AB","2020-10-04",213,18949
"AB","2020-10-05",206,19155
"AB","2020-10-06",243,19398
"AB","2020-10-07",218,19616
"AB","2020-10-08",186,19802
"AB","2020-10-09",258,20060
"AB","2020-10-10",250,20310
"AB","2020-10-11",241,20551
"AB","2020-10-12",221,20772
"AB","2020-10-13",242,21014
"AB","2020-10-14",242,21256
"AB","2020-10-15",319,21575
"AB","2020-10-16",307,21882
"AB","2020-10-17",225,22107
"AB","2020-10-18",370,22477
"AB","2020-10-19",324,22801
"AB","2020-10-20",392,23193
"AB","2020-10-21",436,23629
"AB","2020-10-22",442,24071
"AB","2020-10-23",390,24461
"AB","2020-10-24",578,25039
"AB","2020-10-25",500,25539
"AB","2020-10-26",416,25955
"AB","2020-10-27",407,26362
"AB","2020-10-28",479,26841
"AB","2020-10-29",614,27455
"AB","2020-10-30",589,28044
"AB","2020-10-31",524,28568
"AB","2020-11-01",605,29173
"AB","2020-11-02",571,29744
"AB","2020-11-03",537,30281
"AB","2020-11-04",771,31052
"AB","2020-11-05",735,31787
"AB","2020-11-06",825,32612
"AB","2020-11-07",640,33252
"AB","2020-11-08",630,33882
"AB","2020-11-09",724,34606
"AB","2020-11-10",676,35282
"AB","2020-11-11",854,36136
"AB","2020-11-12",896,37032
"AB","2020-11-13",1017,38049
"AB","2020-11-14",981,39030
"AB","2020-11-15",852,39882
"AB","2020-11-16",765,40647
"AB","2020-11-17",729,41376
"AB","2020-11-18",1102,42478
"AB","2020-11-19",1140,43618
"AB","2020-11-20",1333,44951
"AB","2020-11-21",1562,46513
"AB","2020-11-22",1528,48041
"AB","2020-11-23",1120,49161
"AB","2020-11-24",1271,50432
"AB","2020-11-25",1084,51516
"AB","2020-11-26",1228,52744
"AB","2020-11-27",1714,54458
"AB","2020-11-28",1593,56051
"AB","2020-11-29",1709,57760
"AB","2020-11-30",1317,59077
"AB","2020-12-01",1695,60772
"AB","2020-12-02",1851,62623
"AB","2020-12-03",1794,64417
"AB","2020-12-04",1880,66297
"AB","2020-12-05",1828,68125
"AB","2020-12-06",1725,69850
"AB","2020-12-07",1794,71644
"AB","2020-12-08",1494,73138
"AB","2020-12-09",1596,74734
"AB","2020-12-10",1745,76479
"AB","2020-12-11",1597,78076
"AB","2020-12-12",1709,79785
"AB","2020-12-13",1865,81650
"AB","2020-12-14",1342,82992
"AB","2020-12-15",1287,84279
"AB","2020-12-16",1592,85871
"AB","2020-12-17",1461,87332
"AB","2020-12-18",1369,88701
"AB","2020-12-19",1307,90008
"AB","2020-12-20",1251,91259
"AB","2020-12-21",1052,92311
"AB","2020-12-22",1336,93647
"AB","2020-12-23",1130,94777
"AB","2020-12-24",1240,96017
"AB","2020-12-25",904,96921
"AB","2020-12-26",486,97407
"AB","2020-12-27",955,98362
"AB","2020-12-28",897,99259
"AB","2020-12-29",1364,100623
"AB","2020-12-30",1263,101886
"AB","2020-12-31",1360,103246
"AB","2021-01-01",921,104167
"AB","2021-01-02",466,104633
"AB","2021-01-03",1138,105771
"AB","2021-01-04",878,106649
"AB","2021-01-05",1148,107797
"AB","2021-01-06",966,108763
"AB","2021-01-07",1177,109940
"AB","2021-01-08",980,110920
"AB","2021-01-09",809,111729
"AB","2021-01-10",627,112356
"AB","2021-01-11",675,113031
"AB","2021-01-12",867,113898
"AB","2021-01-13",966,114864
"AB","2021-01-14",779,115643
"AB","2021-01-15",702,116345
"AB","2021-01-16",743,117088
"AB","2021-01-17",461,117549
"AB","2021-01-18",462,118011
"AB","2021-01-19",670,118681
"AB","2021-01-20",672,119353
"AB","2021-01-21",642,119995
"AB","2021-01-22",567,120562
"AB","2021-01-23",451,121013
"AB","2021-01-24",358,121371
"AB","2021-01-25",362,121733
"AB","2021-01-26",468,122201
"AB","2021-01-27",473,122674
"AB","2021-01-28",519,123193
"AB","2021-01-29",388,123581
"AB","2021-01-30",468,124049
"AB","2021-01-31",351,124400
"AB","2021-02-01",280,124680
"AB","2021-02-02",456,125136
"AB","2021-02-03",403,125539
"AB","2021-02-04",394,125933
"AB","2021-02-05",361,126294
"AB","2021-02-06",352,126646
"AB","2021-02-07",268,126914
"AB","2021-02-08",220,127134
"AB","2021-02-09",335,127469
"AB","2021-02-10",348,127817
"AB","2021-02-11",318,128135
"AB","2021-02-12",301,128436
"AB","2021-02-13",286,128722
"AB","2021-02-14",244,128966
"AB","2021-02-15",260,129226
"AB","2021-02-16",286,129512
"AB","2021-02-17",420,129932
"AB","2021-02-18",331,130263
"AB","2021-02-19",384,130647
"AB","2021-02-20",327,130974
"AB","2021-02-21",268,131242
"AB","2021-02-22",277,131519
"AB","2021-02-23",425,131944
"AB","2021-02-24",404,132348
"AB","2021-02-25",355,132703
"AB","2021-02-26",413,133116
"AB","2021-02-27",301,133417
"AB","2021-02-28",287,133704
"AB","2021-03-01",262,133966
"AB","2021-03-02",400,134366
"AB","2021-03-03",333,134699
"AB","2021-03-04",408,135107
"AB","2021-03-05",335,135442
"AB","2021-03-06",306,135748
"AB","2021-03-07",250,135998
"AB","2021-03-08",250,136248
"AB","2021-03-09",384,136632
"AB","2021-03-10",405,137037
"AB","2021-03-11",447,137484
"AB","2021-03-12",426,137910
"AB","2021-03-13",376,138286
"AB","2021-03-14",364,138650
"AB","2021-03-15",349,138999
"AB","2021-03-16",507,139506
"AB","2021-03-17",516,140022
"AB","2021-03-18",669,140691
"AB","2021-03-19",528,141219
"AB","2021-03-20",544,141763
"AB","2021-03-21",456,142219
"AB","2021-03-22",481,142700
"AB","2021-03-23",677,143377
"AB","2021-03-24",762,144139
"AB","2021-03-25",727,144866
"AB","2021-03-26",655,145521
"AB","2021-03-27",640,146161
"AB","2021-03-28",540,146701
"AB","2021-03-29",622,147323
"AB","2021-03-30",895,148218
"AB","2021-03-31",878,149096
"AB","2021-04-01",1078,150174
"AB","2021-04-02",1066,151240
"AB","2021-04-03",936,152176
"AB","2021-04-04",867,153043
"AB","2021-04-05",930,153973
"AB","2021-04-06",1365,155338
"AB","2021-04-07",1414,156752
"AB","2021-04-08",1533,158285
"AB","2021-04-09",1281,159566
"AB","2021-04-10",1171,160737
"AB","2021-04-11",1096,161833
"AB","2021-04-12",1052,162885
"AB","2021-04-13",1433,164318
"AB","2021-04-14",1649,165967
"AB","2021-04-15",1606,167573
"AB","2021-04-16",1501,169074
"AB","2021-04-17",1474,170548
"AB","2021-04-18",1355,171903
"AB","2021-04-19",1349,173252
"AB","2021-04-20",1729,174981
"AB","2021-04-21",1841,176822
"AB","2021-04-22",1672,178494
"AB","2021-04-23",1512,180006
"AB","2021-04-24",1446,181452
"AB","2021-04-25",1492,182944
"AB","2021-04-26",1547,184491
"AB","2021-04-27",1835,186326
"AB","2021-04-28",2069,188395
"AB","2021-04-29",1996,190391
"AB","2021-04-30",2411,192802
"AB","2021-05-01",1701,194503
"AB","2021-05-02",1971,196474
"AB","2021-05-03",1792,198266
"AB","2021-05-04",2282,200548
"AB","2021-05-05",2183,202731
"AB","2021-05-06",1943,204674
"AB","2021-05-07",2050,206724
"AB","2021-05-08",1583,208307
"AB","2021-05-09",1570,209877
"AB","2021-05-10",1511,211388
"AB","2021-05-11",1813,213201
"AB","2021-05-12",1591,214792
"AB","2021-05-13",1485,216277
"AB","2021-05-14",1238,217515
"AB","2021-05-15",1132,218647
"AB","2021-05-16",718,219365
"AB","2021-05-17",918,220283
"AB","2021-05-18",955,221238
"AB","2021-05-19",829,222067
"AB","2021-05-20",756,222823
"AB","2021-05-21",635,223458
"AB","2021-05-22",552,224010
"AB","2021-05-23",447,224457
"AB","2021-05-24",388,224845
"AB","2021-05-25",407,225252
"AB","2021-05-26",540,225792
"AB","2021-05-27",537,226329
"AB","2021-05-28",409,226738
"AB","2021-05-29",397,227135
"AB","2021-05-30",259,227394
"AB","2021-05-31",213,227607
"AB","2021-06-01",430,228037
"AB","2021-06-02",308,228345
"AB","2021-06-03",241,228586
"AB","2021-06-04",298,228884
"AB","2021-06-05",232,229116
"AB","2021-06-06",159,229275
"AB","2021-06-07",141,229416
"AB","2021-06-08",319,229735
"AB","2021-06-09",171,229906
"AB","2021-06-10",178,230084
"AB","2021-06-11",176,230260
"AB","2021-06-12",163,230423
"AB","2021-06-13",129,230552
"AB","2021-06-14",129,230681
"AB","2021-06-15",145,230826
"AB","2021-06-16",141,230967
"AB","2021-06-17",119,231086
"AB","2021-06-18",123,231209
"AB","2021-06-19",86,231295
"AB","2021-06-20",53,231348
"AB","2021-06-21",67,231415
"AB","2021-06-22",100,231515
"AB","2021-06-23",80,231595
"AB","2021-06-24",93,231688
"AB","2021-06-25",77,231765
"AB","2021-06-26",45,231810
"AB","2021-06-27",40,231850
"AB","2021-06-28",56,231906
"AB","2021-06-29",75,231981
"AB","2021-06-30",60,232041
"AB","2021-07-01",36,232077
"AB","2021-07-02",34,232111
"AB","2021-07-03",52,232163
"AB","2021-07-04",39,232202
"AB","2021-07-05",36,232238
"AB","2021-07-06",57,232295
"AB","2021-07-07",49,232344
"AB","2021-07-08",57,232401
"AB","2021-07-09",35,232436
"AB","2021-07-10",31,232467
"AB","2021-07-11",30,232497
"AB","2021-07-12",32,232529
"AB","2021-07-13",34,232563
"AB","2021-07-14",49,232612
"AB","2021-07-15",52,232664
"AB","2021-07-16",51,232715
"AB","2021-07-17",40,232755
"AB","2021-07-18",41,232796
"AB","2021-07-19",61,232857
"AB","2021-07-20",89,232946
"AB","2021-07-21",96,233042
"AB","2021-07-22",167,233209
"AB","2021-07-23",145,233354
"AB","2021-07-24",138,233492
"AB","2021-07-25",92,233584
"AB","2021-07-26",134,233718
"AB","2021-07-27",205,233923
"AB","2021-07-28",222,234145
"AB","2021-07-29",196,234341
"AB","2021-07-30",231,234572
"AB","2021-07-31",223,234795
"AB","2021-08-01",143,234938
"AB","2021-08-02",123,235061
"AB","2021-08-03",203,235264
"AB","2021-08-04",394,235658
"AB","2021-08-05",365,236023
"AB","2021-08-06",391,236414
"AB","2021-08-07",376,236790
"AB","2021-08-08",240,237030
"AB","2021-08-09",285,237315
"AB","2021-08-10",504,237819
"AB","2021-08-11",547,238366
"AB","2021-08-12",581,238947
"AB","2021-08-13",567,239514
"AB","2021-08-14",449,239963
"AB","2021-08-15",389,240352
"AB","2021-08-16",409,240761
"AB","2021-08-17",691,241452
"AB","2021-08-18",810,242262
"AB","2021-08-19",740,243002
"AB","2021-08-20",811,243813
"AB","2021-08-21",679,244492
"AB","2021-08-22",470,244962
"AB","2021-08-23",641,245603
"AB","2021-08-24",1077,246680
"AB","2021-08-25",1102,247782
"AB","2021-08-26",1172,248954
"AB","2021-08-27",1226,250180
"AB","2021-08-28",957,251137
"AB","2021-08-29",867,252004
"AB","2021-08-30",917,252921
"AB","2021-08-31",1341,254262
"AB","2021-09-01",1338,255600
"AB","2021-09-02",1414,257014
"AB","2021-09-03",1310,258324
"AB","2021-09-04",1449,259773
"AB","2021-09-05",811,260584
"AB","2021-09-06",1296,261880
"AB","2021-09-07",1219,263099
"AB","2021-09-08",1498,264597
"AB","2021-09-09",1475,266072
"AB","2021-09-10",1649,267721
"AB","2021-09-11",1492,269213
"AB","2021-09-12",1592,270805
"AB","2021-09-13",1413,272218
"AB","2021-09-14",1630,273848
"AB","2021-09-15",1726,275574
"AB","2021-09-16",2003,277577
"AB","2021-09-17",1595,279172
"AB","2021-09-18",1589,280761
"AB","2021-09-19",1434,282195
"AB","2021-09-20",1519,283714
"AB","2021-09-21",1312,285026
"AB","2021-09-22",1686,286712
"AB","2021-09-23",1670,288382
"AB","2021-09-24",1873,290255
"AB","2021-09-25",1525,291780
"AB","2021-09-26",1755,293535
"AB","2021-09-27",1271,294806
"AB","2021-09-28",1704,296510
"AB","2021-09-29",1721,298231
"AB","2021-09-30",1649,299880
"AB","2021-10-01",1607,301487
"AB","2021-10-02",1285,302772
"AB","2021-10-03",1129,303901
"AB","2021-10-04",696,304597
"AB","2021-10-05",1262,305859
"AB","2021-10-06",1245,307104
"AB","2021-10-07",1267,308371
"AB","2021-10-08",1086,309457
"AB","2021-10-09",1041,310498
"AB","2021-10-10",637,311135
"AB","2021-10-11",602,311737
"AB","2021-10-12",652,312389
"AB","2021-10-13",930,313319
"AB","2021-10-14",1044,314363
"AB","2021-10-15",772,315135
"AB","2021-10-16",795,315930
"AB","2021-10-17",608,316538
"AB","2021-10-18",531,317069
"AB","2021-10-19",807,317876
"AB","2021-10-20",773,318649
"AB","2021-10-21",666,319315
"AB","2021-10-22",704,320019
"AB","2021-10-23",522,320541
"AB","2021-10-24",366,320907
"AB","2021-10-25",458,321365
"AB","2021-10-26",626,321991
"AB","2021-10-27",541,322532
"AB","2021-10-28",607,323139
"AB","2021-10-29",530,323669
"AB","2021-10-30",339,324008
"AB","2021-10-31",341,324349
"AB","2021-11-01",326,324675
"AB","2021-11-02",489,325164
"AB","2021-11-03",540,325704
"AB","2021-11-04",468,326172
"AB","2021-11-05",590,326762
"AB","2021-11-06",433,327195
"AB","2021-11-07",287,327482
"AB","2021-11-08",426,327908
"AB","2021-11-09",500,328408
"AB","2021-11-10",468,328876
"AB","2021-11-11",376,329252
"AB","2021-11-12",435,329687
"AB","2021-11-13",357,330044
"AB","2021-11-14",289,330333
"AB","2021-11-15",321,330654
"AB","2021-11-16",416,331070
"AB","2021-11-17",388,331458
"AB","2021-11-18",417,331875
"AB","2021-11-19",472,332347
"AB","2021-11-20",379,332726
"AB","2021-11-21",270,332996
"AB","2021-11-22",271,333267
"AB","2021-11-23",473,333740
"AB","2021-11-24",397,334137
"AB","2021-11-25",363,334500
"AB","2021-11-26",323,334823
"AB","2021-11-27",251,335074
"AB","2021-11-28",231,335305
"AB","2021-11-29",231,335536
"AB","2021-11-30",433,335969
"AB","2021-12-01",364,336333
"AB","2021-12-02",342,336675
"AB","2021-12-03",347,337022
"AB","2021-12-04",247,337269
"AB","2021-12-05",184,337453
"AB","2021-12-06",234,337687
"AB","2021-12-07",384,338071
"AB","2021-12-08",354,338425
"AB","2021-12-09",344,338769
"AB","2021-12-10",312,339081
"AB","2021-12-11",259,339340
"AB","2021-12-12",201,339541
"AB","2021-12-13",276,339817
"AB","2021-12-14",444,340261
"AB","2021-12-15",467,340728
"AB","2021-12-16",546,341274
"AB","2021-12-17",619,341893
"AB","2021-12-18",710,342603
"AB","2021-12-19",563,343166
"AB","2021-12-20",790,343956
"AB","2021-12-21",1354,345310
"AB","2021-12-22",1573,346883
"AB","2021-12-23",1969,348852
"AB","2021-12-24",2450,351302
"AB","2021-12-25",1571,352873
"AB","2021-12-26",687,353560
"AB","2021-12-27",1377,354937
"AB","2021-12-28",2769,357706
"AB","2021-12-29",3969,361675
"AB","2021-12-30",4346,366021
"AB","2021-12-31",4337,370358
"AB","2022-01-01",3197,373555
"AB","2022-01-02",1957,375512
"AB","2022-01-03",2935,378447
"AB","2022-01-04",4681,383128
"AB","2022-01-05",4754,387882
"AB","2022-01-06",6125,394007
"AB","2022-01-07",6115,400122
"AB","2022-01-08",6149,406271
"AB","2022-01-09",5310,411581
"AB","2022-01-10",4624,416205
"AB","2022-01-11",6763,422968
"AB","2022-01-12",5851,428819
"AB","2022-01-13",6235,435054
"AB","2022-01-14",6095,441149
"AB","2022-01-15",5345,446494
"AB","2022-01-16",4133,450627
"AB","2022-01-17",3516,454143
"AB","2022-01-18",3772,457915
"AB","2022-01-19",3630,461545
"AB","2022-01-20",3682,465227
"AB","2022-01-21",3873,469100
"AB","2022-01-22",2617,471717
"AB","2022-01-23",1686,473403
"AB","2022-01-24",2841,476244
"AB","2022-01-25",3343,479587
"AB","2022-01-26",3231,482818
"AB","2022-01-27",3074,485892
"AB","2022-01-28",2946,488838
"AB","2022-01-29",1823,490661
"AB","2022-01-30",1733,492394
"AB","2022-01-31",2015,494409
"AB","2022-02-01",3037,497446
"AB","2022-02-02",2474,499920
"AB","2022-02-03",2089,502009
"AB","2022-02-04",2023,504032
"AB","2022-02-05",1374,505406
"AB","2022-02-06",1121,506527
"AB","2022-02-07",1538,508065
"AB","2022-02-08",1799,509864
"AB","2022-02-09",1466,511330
"AB","2022-02-10",1403,512733
"AB","2022-02-11",1106,513839
"AB","2022-02-12",851,514690
"AB","2022-02-13",634,515324
"AB","2022-02-14",858,516182
"AB","2022-02-15",1048,517230
"AB","2022-02-16",960,518190
"AB","2022-02-17",799,518989
"AB","2022-02-18",739,519728
"AB","2022-02-19",472,520200
"AB","2022-02-20",465,520665
"AB","2022-02-21",454,521119
"AB","2022-02-22",752,521871
"AB","2022-02-23",737,522608
"AB","2022-02-24",657,523265
"AB","2022-02-25",599,523864
"AB","2022-02-26",465,524329
"AB","2022-02-27",376,524705
"AB","2022-02-28",518,525223
"AB","2022-03-01",548,525771
"AB","2022-03-02",638,526409
"AB","2022-03-03",493,526902
"AB","2022-03-04",424,527326
"AB","2022-03-05",397,527723
"AB","2022-03-06",284,528007
"AB","2022-03-07",472,528479
"AB","2022-03-08",539,529018
"AB","2022-03-09",580,529598
"AB","2022-03-10",471,530069
"AB","2022-03-11",503,530572
"AB","2022-03-12",395,530967
"AB","2022-03-13",438,531405
"AB","2022-03-14",476,531881
"AB","2022-03-15",578,532459
"AB","2022-03-16",568,533027
"AB","2022-03-17",605,533632
"AB","2022-03-18",564,534196
"AB","2022-03-19",479,534675
"AB","2022-03-20",343,535018
"AB","2022-03-21",485,535503
"AB","2022-03-22",769,536272
"AB","2022-03-23",740,537012
"AB","2022-03-24",821,537833
"AB","2022-03-25",691,538524
"AB","2022-03-26",529,539053
"AB","2022-03-27",459,539512
"AB","2022-03-28",570,540082
"AB","2022-03-29",873,540955
"AB","2022-03-30",867,541822
"AB","2022-03-31",909,542731
"AB","2022-04-01",859,543590
"AB","2022-04-02",664,544254
"AB","2022-04-03",520,544774
"AB","2022-04-04",823,545597
"AB","2022-04-05",1031,546628
"AB","2022-04-06",1011,547639
"AB","2022-04-07",920,548559
"AB","2022-04-08",932,549491
"AB","2022-04-09",822,550313
"AB","2022-04-10",591,550904
"AB","2022-04-11",839,551743
"AB","2022-04-12",1012,552755
"AB","2022-04-13",1025,553780
"AB","2022-04-14",1023,554803
"AB","2022-04-15",846,555649
"AB","2022-04-16",738,556387
"AB","2022-04-17",637,557024
"AB","2022-04-18",812,557836
"AB","2022-04-19",1124,558960
"AB","2022-04-20",1228,560188
"AB","2022-04-21",1038,561226
"AB","2022-04-22",968,562194
"AB","2022-04-23",838,563032
"AB","2022-04-24",677,563709
"AB","2022-04-25",700,564409
"AB","2022-04-26",1078,565487
"AB","2022-04-27",942,566429
"AB","2022-04-28",918,567347
"AB","2022-04-29",756,568103
"AB","2022-04-30",726,568829
"AB","2022-05-01",609,569438
"AB","2022-05-02",671,570109
"AB","2022-05-03",756,570865
"AB","2022-05-04",772,571637
"AB","2022-05-05",777,572414
"AB","2022-05-06",690,573104
"AB","2022-05-07",590,573694
"AB","2022-05-08",134,573828
"AB","2022-05-09",822,574650
"AB","2022-05-10",654,575304
"AB","2022-05-11",585,575889
"AB","2022-05-12",603,576492
"AB","2022-05-13",470,576962
"AB","2022-05-14",450,577412
"AB","2022-05-15",354,577766
"AB","2022-05-16",479,578245
"AB","2022-05-17",546,578791
"AB","2022-05-18",469,579260
"AB","2022-05-19",493,579753
"AB","2022-05-20",355,580108
"AB","2022-05-21",291,580399
"AB","2022-05-22",231,580630
"AB","2022-05-23",320,580950
"AB","2022-05-24",389,581339
"AB","2022-05-25",453,581792
"AB","2022-05-26",363,582155
"AB","2022-05-27",341,582496
"AB","2022-05-28",259,582755
"AB","2022-05-29",88,582843
"AB","2022-05-30",438,583281
"AB","2022-05-31",357,583638
"AB","2022-06-01",271,583909
"AB","2022-06-02",298,584207
"AB","2022-06-03",266,584473
"AB","2022-06-04",195,584668
"AB","2022-06-05",187,584855
"AB","2022-06-06",232,585087
"AB","2022-06-07",290,585377
"AB","2022-06-08",263,585640
"AB","2022-06-09",246,585886
"AB","2022-06-10",183,586069
"AB","2022-06-11",142,586211
"AB","2022-06-12",146,586357
"AB","2022-06-13",163,586520
"AB","2022-06-14",206,586726
"AB","2022-06-15",184,586910
"AB","2022-06-16",146,587056
"AB","2022-06-17",176,587232
"AB","2022-06-18",162,587394
"AB","2022-06-19",66,587460
"AB","2022-06-20",138,587598
"AB","2022-06-21",180,587778
"AB","2022-06-22",153,587931
"AB","2022-06-23",127,588058
"AB","2022-06-24",132,588190
"AB","2022-06-25",121,588311
"AB","2022-06-26",92,588403
"AB","2022-06-27",128,588531
"AB","2022-06-28",168,588699
"AB","2022-06-29",174,588873
"AB","2022-06-30",197,589070
"AB","2022-07-01",156,589226
"AB","2022-07-02",125,589351
"AB","2022-07-03",114,589465
"AB","2022-07-04",180,589645
"AB","2022-07-05",247,589892
"AB","2022-07-06",188,590080
"AB","2022-07-07",230,590310
"AB","2022-07-08",190,590500
"AB","2022-07-09",191,590691
"AB","2022-07-10",131,590822
"AB","2022-07-11",176,590998
"AB","2022-07-12",250,591248
"AB","2022-07-13",264,591512
"AB","2022-07-14",235,591747
"AB","2022-07-15",245,591992
